Robot_0_x,Robot_1_x,Robot_2_x,Robot_3_x,Robot_4_x,Robot_5_x,Robot_6_x,Robot_7_x,Robot_0_y,Robot_1_y,Robot_2_y,Robot_3_y,Robot_4_y,Robot_5_y,Robot_6_y,Robot_7_y
2.8940714699344703,0.3099652164763923,-0.3038038146346644,-2.8954607978232105,2.896276028052533,-0.3094083664460884,0.2962646837108897,-2.8955264452546654,-0.2888008686667404,2.8949858328650917,-2.895949888949661,0.30061236096596944,0.35256093841132446,2.8939650005186706,-2.8962894272641777,-0.2993965966373783
2.893945311577699,0.31003487990888356,-0.3038164796887813,-2.895373267283525,2.896198220614561,-0.30933929595594006,0.29625182122274213,-2.8954389152570146,-0.28884737355160467,2.894875978173767,-2.895873903074844,0.3006243256837429,0.3525696622989463,2.893853504164981,-2.896213442111999,-0.2993846501327117
2.8938192470698683,0.31010125593249444,-0.3038330315807213,-2.895285735989714,2.8961104662772414,-0.3092714047173489,0.2962350730431714,-2.8953513845321606,-0.2888936677531465,2.894764367703241,-2.8957979386049977,0.3006363147339403,0.35257896405724065,2.8937441909279453,-2.8961374821364463,-0.29937267933700956
2.893693275386082,0.310160656277465,-0.3038873260670823,-2.8908772982812394,2.8871808381173136,-0.3080108076563681,0.29731102945772553,-2.876606225672213,-0.2889397523676255,2.894667645619463,-2.8946210780814674,0.301387700468886,0.3498074988456351,2.8801002604383745,-2.8822742139959114,-0.29775563273062605
2.870077742789377,0.31075271996851317,-0.30517776138081343,-2.8566140688617185,2.8523736820807457,-0.3101060559301447,0.2975774521720605,-2.8364913713269635,-0.2880369070206582,2.866105353084323,-2.862268597007474,0.30237264795282026,0.3488105119673026,2.8399397492084417,-2.8423868957745273,-0.2978145543853825
2.829912610516261,0.30918934264110587,-0.3052439654000913,-2.8212794649325654,2.8171621451347524,-0.3110287907816031,0.2974612867730653,-2.801270978437022,-0.2901697302439863,2.825952740637154,-2.821961412220517,0.3026919499840291,0.3482023392051575,2.8098736720367516,-2.807166214873001,-0.2976296049374261
2.79492660352466,0.30793765679408114,-0.3050961705821287,-2.785969174019522,2.781937855338022,-0.3115807260578117,0.29752429421464593,-2.771480879396034,-0.29284862486727586,2.795839154997309,-2.7916910212599015,0.30273368494577935,0.3480744052118605,2.7747014461317296,-2.7770857698832088,-0.29771199190368786
2.764952821131732,0.3071668448621184,-0.30492063581619816,-2.7513459827176665,2.7471969101773914,-0.3116825472694243,0.2970545749807306,-2.7365493236092275,-0.2941218781680524,2.7612776849727,-2.7571177996962573,0.3029812121162988,0.3476231688114163,2.7398800182967045,-2.7422698564138286,-0.29705415078763336
2.730169885515828,0.3072913000080143,-0.30531940206755537,-2.7216658610076383,2.7174996799738205,-0.31200056299506856,0.29684366979995513,-2.7018468780126823,-0.29539711453168577,2.726336266653126,-2.722325396317342,0.3034252678810474,0.3470875152085444,2.710184156738486,-2.707722901546545,-0.29718312297780575
2.6952736960144104,0.306905984366128,-0.30504042413132276,-2.686483933696792,2.682171174301991,-0.3123404389704968,0.2967249590379048,-2.6716420267574335,-0.29613557691865094,2.6962704409051046,-2.692254069163736,0.30328603953223576,0.3469433829879319,2.6749173952542407,-2.677455393368622,-0.29705372071285635
2.6651041255261294,0.3069574352429603,-0.3050442860629146,-2.6512796133332315,2.646963169878455,-0.3125670426361435,0.29665845497851767,-2.626461972304785,-0.296397499483229,2.6610056523985257,-2.6570642832863314,0.3033602768936913,0.34658756914155636,2.6345835301444214,-2.6321522634409575,-0.29707649095382455
2.6201137879723606,0.3071066261684118,-0.30501274125279726,-2.6065098862663874,2.6022904920610896,-0.31276714299490804,0.29633681858039207,-2.586627297764412,-0.29585039247840345,2.615934214610395,-2.6122752339847173,0.30336150146931584,0.3462696085704651,2.5949561153949854,-2.5925055037436477,-0.2964477809579691
2.580291549120298,0.30765692670918304,-0.30561760881863087,-2.571719048040308,2.5676777733742333,-0.3128490842077967,0.2959588211625115,-2.5568968299840034,-0.2962134159112008,2.5810174065719846,-2.5773421472946474,0.3038628840332299,0.3456931714897637,2.560273541894334,-2.562842504557863,-0.2964942002304815
2.5504927514841005,0.30723661309638955,-0.30541439469996234,-2.541542313396987,2.5374728517515432,-0.3130358805224995,0.2960039078515934,-2.52161279619538,-0.2966010649136583,2.5461579143065554,-2.542256880317687,0.303712568040599,0.3456397571196188,2.529969404942815,-2.527488062996394,-0.2963578069831928
2.5152586935539882,0.3072337591747731,-0.30543372241611155,-2.506288866947422,2.5022669007865215,-0.31324055597095357,0.2959254210774656,-2.4913207761503733,-0.2967461668488033,2.515956691050342,-2.5120409108261854,0.303823084650151,0.3453076290553037,2.4946036640946385,-2.497249504648174,-0.29630216744911964
2.4850552538211876,0.3072713364912842,-0.3053813996254795,-2.471329643316328,2.467446785845163,-0.3135779141089295,0.296032425474355,-2.456691714399325,-0.29672878199969316,2.480631624871136,-2.4768362483382034,0.30370487739793056,0.3453204964536015,2.4598258177180963,-2.4625067152862194,-0.29625159881809005
2.450241996000877,0.30737823088498456,-0.3055810707801202,-2.441381302785067,2.437423101704925,-0.3133588510067246,0.2954159645849605,-2.421936572012692,-0.2968597183539867,2.4459478563453922,-2.442089759038432,0.30410071231137836,0.3446844960602726,2.4298430402682802,-2.4275998006190904,-0.29558036981533303
2.415651452392647,0.30782401694120354,-0.30586986136878885,-2.406744631400792,2.4027654454229026,-0.3140576566215042,0.2955646766425439,-2.3918587855411073,-0.29704637741006074,2.4162513369075684,-2.4125054368365584,0.3043265699195454,0.34439930438682376,2.3949615312695256,-2.39772620612248,-0.2957216882082755
2.38536878743177,0.30782289016058395,-0.3057592138999265,-2.371459175041011,2.3725135017037875,-0.3141197433182435,0.2953767059712001,-2.356651180483524,-0.297150937864471,2.3809566812248106,-2.3771918604685887,0.3046645386889188,0.34420549405194817,2.3646863140186256,-2.362484243240497,-0.29556085650988506
2.350188081524483,0.30777690347709974,-0.3057099531625944,-2.3361468634519262,2.332225837155943,-0.3141706516733932,0.29540484028057407,-2.321723346393088,-0.2974225341035364,2.345699014317563,-2.341863062170493,0.3049538228459814,0.34405349744656505,2.324430284996739,-2.3272862800302367,-0.29558581619115876
2.315239523897931,0.30774881168653656,-0.3055862922277175,-2.301622369958726,2.2976222687506893,-0.31439246319594194,0.29498244788898204,-2.2818666943409,-0.29715718871225383,2.311017094994158,-2.30723792132829,0.30516353520866585,0.34370616634332146,2.2846816484344172,-2.2875521005404647,-0.29492194349029816
2.2754974589500754,0.30827023175576473,-0.30621784729179213,-2.266937212154215,2.262980991256919,-0.3148828361132391,0.29501093162318287,-2.2470754948851828,-0.2975225465243788,2.271168238120361,-2.2675125027961838,0.30571778035861613,0.34325834036258346,2.2549281197148585,-2.2528868723004516,-0.2951424691840541
2.240490415484473,0.3079855578992944,-0.3062332449609194,-2.231694157907891,2.227649290550798,-0.3150485355863201,0.294944876507644,-2.216837505258298,-0.29791716262168766,2.241038625975611,-2.237270438292718,0.30563348601720564,0.3432225162851499,2.2196104462552735,-2.2226009400848104,-0.29500721703768407
2.2103288456757375,0.3080383773323039,-0.3063372156826149,-2.2015203290513727,2.1974502305356802,-0.3151550654537846,0.2949314293708917,-2.186541011207156,-0.29814664241622857,2.210805696356502,-2.2071257988142094,0.3056236242466741,0.3430571004714742,2.1892774822302714,-2.1923177914579304,-0.2949692019708452
2.180151721839433,0.3080272273143296,-0.30626515068505483,-2.166651549833935,2.16273664345899,-0.3152604433904163,0.2949509904154529,-2.1469762029224215,-0.2979875519930446,2.1755201143515226,-2.1720326776412104,0.30544010541349537,0.34302998684900393,2.1546157428183914,-2.1526381989412893,-0.29486597962172495
2.1403655065951255,0.308013355635014,-0.3064223882589906,-2.131719955021725,2.1277721027723207,-0.314811322268956,0.2944206921247462,-2.1173333965214605,-0.2985311982286731,2.140800500152409,-2.137209730929637,0.30589457663745445,0.3422740889317321,2.1197900694231806,-2.1227886466610375,-0.29457151783659014
2.1108766781180592,0.30803042412243636,-0.3066025838903296,-2.096945135117842,2.0928499673558396,-0.3155543348267834,0.29470803507655086,-2.0770573277306847,-0.298779447533964,2.1060323560972214,-2.102481712641392,0.30574419381156676,0.3423550334604498,2.0846701674815145,-2.0826077432013554,-0.29476024508531007
2.0705104168994803,0.30809174740653367,-0.3067153541550043,-2.056663868787747,2.05253739609925,-0.3157826118644817,0.29469199743118146,-2.0366968849427174,-0.29887177158634515,2.0656354136065276,-2.0621700187296668,0.305790802675495,0.3421654269022855,2.0443533729926178,-2.042273520159328,-0.29477841096550284
