Robot_0_x,Robot_1_x,Robot_2_x,Robot_3_x,Robot_4_x,Robot_5_x,Robot_6_x,Robot_7_x,Robot_8_x,Robot_9_x,Robot_10_x,Robot_11_x,Robot_0_y,Robot_1_y,Robot_2_y,Robot_3_y,Robot_4_y,Robot_5_y,Robot_6_y,Robot_7_y,Robot_8_y,Robot_9_y,Robot_10_y,Robot_11_y
-3.898713571901666,-0.002107171649281764,3.898062053366393,-0.00329075091084369,-3.8986728712665686,1.4978900111098719,3.897997481949179,-1.5032967550501033,-3.8986308504263136,-1.502113754850914,3.898070213426168,1.496692781593961,-0.010850844873042423,3.898337548270031,-0.013100360162030832,-3.898392424902163,-1.51086858588887,3.898298017841302,1.486919590394701,-3.8983538505454742,1.4891133133523053,3.8982587790562038,-1.5145500448899392,-3.8983167615372536
-3.898579225137908,-0.002119379692853778,3.897852377398382,-0.0033152463179091317,-3.898538326723395,1.4978768833154759,3.897787908850337,-1.5033256456850381,-3.898495810950536,-1.5021291111683672,3.8979056346410466,1.4966664647470722,-0.010912648415059704,3.898210205557972,-0.013035585541020286,-3.8982690119918395,-1.5109308432712865,3.898170970827143,1.4869841669353374,-3.8982319350892856,1.4890499535529838,3.8981326321025245,-1.5145713177149451,-3.898194182093577
-3.898444354853627,-0.002132505415220729,3.897643034136851,-0.003344063326056556,-3.8984039318781663,1.4978615291678536,3.8975786666457206,-1.5033518848817073,-3.8983615158753144,-1.5021413139214017,3.897740047159503,1.4966383846374047,-0.010972624477930673,3.8980831584265196,-0.012971453641789069,-3.8981470926944826,-1.5109926548174473,3.898044823966928,1.4870481024086535,-3.898109354832474,1.4889877880605809,3.898005288669482,-1.5145915224815523,-3.8980716003441804
-3.8983101313397706,-0.0016970343135274965,3.8932602467652555,-0.003078098591798055,-3.8857447770546933,1.4911962671374714,3.8789688528268527,-1.4902357729804114,-3.872229966739129,-1.4814461432440407,3.860837352606906,1.4702000402864528,-0.011034671699436142,3.8968359595785507,-0.012607178779196296,-3.8899463892599027,-1.5049010737272783,3.8823046489415622,1.4762623362370546,-3.8745758543484543,1.4748050992335586,3.8671964632100484,-1.495498488292227,-3.861367487222676
-3.8501178830137,0.0022883502076662767,3.8410200254584472,0.0007608214075742763,-3.837572366063081,1.4526133399136696,3.838420092176515,-1.4503638778091674,-3.8307502216562894,-1.4389592540165304,3.8162434735425506,1.436787478416606,0.0038087419143957597,3.846122726990533,0.004973721586297861,-3.837915540288965,-1.469273054037841,3.837007830592192,1.4337633797589378,-3.8308665573501814,1.4359016535381195,3.8265090693329737,-1.4555992764042167,-3.8187194579301607
-3.800503081959065,0.006108438932326522,3.791424823229135,0.004851450174534765,-3.800381481747813,1.4103149280763463,3.7993656210700837,-1.4139428121251962,-3.786332631712369,-1.4106688712009807,3.772158072967398,1.4179477368295428,0.027364523630659512,3.7937535148460655,0.025873331602633706,-3.7856513668519574,-1.4239339152824018,3.7998780052202124,1.3975898322289508,-3.791104850818325,1.4090380043214359,3.782516084926108,-1.4272837641002047,-3.770341878094061
-3.748375842709826,0.004936435622473791,3.7385997057340785,0.004259007866493478,-3.758357486259586,1.3924056518463135,3.7426005166173257,-1.4016870980208904,-3.7322083072490746,-1.4059972053787073,3.720437970346184,1.405190424328212,0.029490804842280914,3.7419329347381045,0.01812677419866402,-3.733802236025326,-1.3926604683769623,3.7498644115933804,1.3952619013171437,-3.7388656849901762,1.4034402504125767,3.727836647612885,-1.4150691663206825,-3.719139763788185
-3.6969207564556736,-0.0012595103066428662,3.6893132568481333,-0.00010110841275138768,-3.7002704571562277,1.3975232212201716,3.688026082728328,-1.3985112681218421,-3.6810779995406646,-1.3923034244374275,3.6704024709318617,1.3843309690825298,0.0004361615809736867,3.690042666220804,-0.012503869897875011,-3.6818604901834164,-1.3943732328766134,3.6929209051304883,1.398385489012721,-3.6850339751065,1.3930132542665246,3.6774321573049744,-1.400033042238509,-3.6714191946737125
-3.651764692858517,-0.005641530962954928,3.639926945080902,-0.0018851089156495505,-3.6453210388387376,1.3900398325190455,3.6397770161323066,-1.3786521430219976,-3.6346454593481807,-1.3674875677075837,3.622736844929889,1.3658672971133565,-0.031275290964880284,3.637773937347818,-0.029534564113646175,-3.629580699869915,-1.4042536861094623,3.6411508127388847,1.374188607173883,-3.636898310162779,1.3679004686084595,3.631317979570306,-1.3800041213578347,-3.622809488618379
-3.5961019944928307,-0.0013012638487438647,3.5859065125825667,0.001052484967614128,-3.5966517310850765,1.3544615801159952,3.5972436441018214,-1.3496663872974877,-3.587117642900996,-1.3478578911886268,3.5734496524823465,1.3490105221570485,-0.021042233546725523,3.5858737632201385,-0.0055039860022174526,-3.5777593741952325,-1.3825662753716474,3.597588153087907,1.3366981953148522,-3.591568832533716,1.3452037122605618,3.582868540608575,-1.3610756005098388,-3.573223123859608
