Robot_0_x,Robot_1_x,Robot_2_x,Robot_3_x,Robot_4_x,Robot_5_x,Robot_6_x,Robot_7_x,Robot_8_x,Robot_9_x,Robot_10_x,Robot_11_x,Robot_0_y,Robot_1_y,Robot_2_y,Robot_3_y,Robot_4_y,Robot_5_y,Robot_6_y,Robot_7_y,Robot_8_y,Robot_9_y,Robot_10_y,Robot_11_y
-3.3990975697719965,-0.0020667348062161166,3.398660672307576,-0.003214031745614882,-3.3990571945827583,1.4979272754503996,3.398595834932857,-1.503222015101315,-3.399014740123737,-1.5020755443058564,3.3985310136086366,1.4967681466518286,-0.010675786846367889,3.3986978767064904,-0.013288346313062733,-3.3987410141838277,-1.510695667600193,3.3986595655164464,1.4867322689784361,-3.398703274994641,1.4892850696160038,3.398620010122863,-1.5132472205645617,-3.3986655527837017
-3.398952409749515,-0.002081789250756019,3.398433826491686,-0.003240993556397463,-3.398912016794087,1.4979144515220892,3.398369105843626,-1.5032514659227052,-3.3988695453036883,-1.502091516629424,3.3983044004814262,1.496740599561355,-0.010741419366826998,3.398561475374878,-0.01321661396602247,-3.398608402858154,-1.5107613184832436,3.3985222652659446,1.4868037824086349,-3.398571339116859,1.48921939871311,3.398483904157362,-1.5131759252468298,-3.3985336014853202
-3.3988072020705387,-0.002097760056670852,3.3982073859969115,-0.0032722405941069807,-3.3987668098904456,1.4978994018955931,3.3981427798648522,-1.5032782598857664,-3.3987243467229016,-1.502104335799882,3.398078188268202,1.496711309203337,-0.010807147018538412,3.3984253694807887,-0.013145644525642626,-3.3984772956491356,-1.510827098074927,3.398385863751352,1.4868745348969643,-3.3984387253666353,1.4891535497896817,3.3983466033001037,-1.5131053889130222,-3.3984016572031996
-3.398672889834896,-0.00195836429794028,3.3937951997910307,-0.0017474194702274586,-3.386253174426382,1.4920279676860393,3.3791742606500064,-1.4918821004495804,-3.3720966601450697,-1.4857431663678904,3.3615337395047526,1.4775045270012814,-0.010868596185780429,3.3972135932342074,-0.012690047490142438,-3.3902893449212206,-1.5060290486262204,3.382567614509732,1.4776974695145906,-3.374811571899279,1.4781595058378676,3.367169524431285,-1.4991208090704091,-3.3602109745186945
-3.346570407727311,0.0011765620065047643,3.3376710765401256,0.0034801373485024074,-3.332521556457761,1.4579103223452172,3.3335634542490507,-1.4557034767475612,-3.3256939648318022,-1.449208356241506,3.310281656948152,1.4385737672390737,0.005633006606761023,3.3424038454842884,0.007419031969779992,-3.3345008441560564,-1.4765347837364824,3.332037301711676,1.4363276098358984,-3.3249484110546335,1.4387043709363045,3.3189566758714624,-1.4650426991632852,-3.31439702934126
-3.297469422117305,0.005003393300045349,3.2886534440502415,0.006605239702763839,-3.291217974818446,1.4190283934649988,3.29568403541644,-1.4165840209310965,-3.2840410583762836,-1.4147396970920343,3.2685681795608077,1.4118077083984135,0.030047846704454324,3.290002136294416,0.029349007564027293,-3.282332535679105,-1.4375935847788897,3.2927165452262126,1.3977463126067984,-3.285551222303018,1.4062819745827069,3.2776204616393088,-1.4292955907072717,-3.2694861479378097
-3.2451058842529554,0.005289939600169893,3.235400671715276,0.0036069933653524646,-3.254454597266009,1.3888799320266747,3.2431031441164757,-1.3937456942503692,-3.2323549933670974,-1.3966982049439705,3.220071282823981,1.3971021694379653,0.03178796326797792,3.2381237642494143,0.02005348530522087,-3.2305430205952623,-1.3968983463282953,3.2494996610371896,1.3845791009931832,-3.237947412121308,1.392463158227402,3.2282188665505003,-1.4074789418321938,-3.2186208676132515
-3.1887456410043375,-0.00035951557847317683,3.181118181408084,-0.0014052914156910679,-3.200770504086759,1.3798671004922805,3.1837999594931965,-1.3853775148301963,-3.176602490224871,-1.381984469366117,3.1658961890302906,1.375364448620378,0.007978746482457787,3.1822981020148915,-0.00645709370258522,-3.174662273295615,-1.3756475446056382,3.1913713268714874,1.383303749207942,-3.1805439173039325,1.3808166332378033,3.1735973522160474,-1.3909487010590174,-3.1670236825291505
-3.142011056464642,-0.005503607471847403,3.1311329626176816,-0.0008369033311074358,-3.145126500415707,1.3755305613355664,3.1359925069588175,-1.3692851071293999,-3.130277990649127,-1.3600058661994645,3.1182653803978932,1.3533760233557228,-0.022955697204279875,3.1302444575274615,-0.021609840140913203,-3.1225122024002157,-1.3757213829728185,3.138542619360962,1.3621122911827983,-3.1313740284385148,1.3566532348287068,3.1264022405195515,-1.3705938368041282,-3.1198685323423736
-3.08415140117743,-0.002800729700911665,3.073768603357709,0.00921463969774909,-3.089128099686573,1.3488338128179715,3.0927276591775126,-1.3391998197517405,-3.080387841664232,-1.3342462883211461,3.0665659198681614,1.3318510762170324,-0.018914341025122836,3.0745165782577146,-0.0006401222708388244,-3.0669951099638535,-1.3684112783238829,3.0877208634842397,1.3211137373316446,-3.0820581300334853,1.3286210413596045,3.0758931195616674,-1.3467791549863677,-3.0676403412175564
-3.0281212775107846,0.007638581897306668,3.0214708709337907,0.036058700065903684,-3.0431205915570354,1.3059347715910314,3.0454925003129647,-1.3096336507554245,-3.0288495719904303,-1.31155169503535,3.0156690714658274,1.3096705003941893,0.006810904006627106,3.018541933822579,0.030048007261636776,-3.0143412729127257,-1.3311881815439404,3.046511593427626,1.2912655065550465,-3.033925953977527,1.3063612963801257,3.024778830339416,-1.3237149506465633,-3.0165786080139148
-2.9788841355903046,0.011899602289579213,2.965003919759657,0.07934306219077389,-3.0052678108334834,1.2798911725700395,2.9865617607015866,-1.293508952068911,-2.9748722140396904,-1.289200907156411,2.963056263642332,1.287980362348903,0.040681809747312905,2.962722933769795,0.03127058407225529,-2.9745934046675186,-1.2858479563052756,2.9968676576772677,1.2851991650416492,-2.9796988856971476,1.290124037879902,2.9716195240183483,-1.303592297956833,-2.9645502084240793
