Robot_0_x,Robot_1_x,Robot_2_x,Robot_3_x,Robot_0_y,Robot_1_y,Robot_2_y,Robot_3_y
-3.3979325297277447,-0.0019481067910629357,3.3991494612780166,-0.002876076111010321,-0.00946027273932645,3.397543117601118,-0.015202657045502842,-3.39794928893388
-3.397856508770317,-0.0019494083154184638,3.3990818993678387,-0.002874801980864338,-0.009438135320045737,3.397452940298262,-0.0152465102519844,-3.3978757114658302
-3.397779939187099,-0.0019506399427767992,3.3990191218068992,-0.0028735440494868348,-0.009415493475161397,3.3973678032872097,-0.015284313198448383,-3.3978021357007036
-3.3977042743812564,-0.0019519411889011417,3.3989547454571154,-0.002872302268011301,-0.009393725502224828,3.3972776234320468,-0.015324208433300818,-3.397728561622955
-3.3976438028876284,-0.0016893587225227068,3.3946930526666357,-0.003172710641026728,-0.009378207827669694,3.3960561309481183,-0.015337867057908213,-3.389729427398022
-3.3852719931770165,-0.00029000204467271445,3.378189722442011,-0.002723082266755673,-0.0068389271046707355,3.3810987871693063,-0.010028225103812984,-3.3740044493395844
-3.365484954096756,0.00047670934472525514,3.3579651846505696,-0.0015588606346079773,-0.0018837413809765415,3.3614914235703064,-0.003755693639444269,-3.3540160302068887
-3.3453311865307693,0.0005562753683794239,3.337838616498072,-0.0012803746795007273,0.0017877050859912544,3.341217955586631,-0.002075218047930864,-3.3337603176146318
-3.329190278103699,0.0005052611711319875,3.321780742957433,-0.001312204773427202,0.0025828893152385966,3.325126964585693,-0.0022222208021329196,-3.317720959325234
-3.313063507281659,0.0004659552001180789,3.3057270170675555,-0.0013507386534074221,0.0021300744356757637,3.3090569947738424,-0.002669420385823127,-3.301621650445856
-3.296847576749248,0.0004044750035233842,3.2896107058971906,-0.0012563631659441097,0.0012002737637134403,3.292849037164607,-0.0031369504253672895,-3.2854053474952027
-3.2768751279044244,7.994357167269816e-05,3.269928127516504,-0.0011063194040519817,-0.0004224320322829141,3.2730064873851017,-0.0035902157851206945,-3.265814581267737
-3.2570924869771423,0.00040220750470548457,3.249984570948846,-0.0014063064303445122,-0.0006151949971128477,3.2531309125070527,-0.003377270614008366,-3.2457030049321784
-3.2409608832976393,0.0007922858733206927,3.233976057960147,-0.0018161189986528575,-0.0002186522349694517,3.236990864677491,-0.0038388622817579956,-3.2297521710645
-3.225191879612052,0.0008601976482381466,3.218101772679631,-0.0016302731155237893,-2.447948691260566e-05,3.2212757699594796,-0.0037825299243492813,-3.214054019945253
-3.2093091163474123,0.0006798325659316746,3.2021239997367643,-0.0013334838089156067,0.000292634171484927,3.2053594333708,-0.003085368443477554,-3.1979062482577847
-3.1930865086076845,0.0005536019289543102,3.1859562064085254,-0.0013648237429138008,0.00043789146317783396,3.1891334044862676,-0.0031536591023439754,-3.181688211928051
-3.172879477429446,0.0004883011721193553,3.165788714747367,-0.0013684190473151386,0.00043071910892453544,3.168895775417772,-0.003402698965454283,-3.1615094421282555
-3.152693032803203,0.0005533286055425868,3.1455261831585735,-0.0007902160279250874,0.000511595483574114,3.148620442113456,-0.003406656903480418,-3.1412363494616713
-3.1365689159782786,0.0004300912513337314,3.129545262226012,-0.00015952672884002816,0.00031215896617154494,3.13247353894057,-0.0037399903787796313,-3.1253798006707214
-3.120768126016211,0.00029469342827433543,3.113832423004271,0.0021859748575415697,-8.88780886777431e-05,3.1168554849362615,-0.003597549506483273,-3.1096352337980497
-3.1048625322531085,0.0006224949644518257,3.0978057302648097,0.006596292592377502,0.00036955871409166083,3.1008521114384675,-0.00343875130194673,-3.0936827942663925
-3.0847461527683495,0.0010821810521482664,3.0777935554591758,0.013564890024441759,0.0009080605095612862,3.0807807828957134,-0.004040133240985398,-3.0741929667634804
-3.069059689688172,0.0010228319423605885,3.0618931440714814,0.021493107345197708,0.0010405011582760647,3.0650829076346735,-0.003621323124589321,-3.05888720274953
-3.0530952068055517,0.0007385513778035526,3.045800416489867,0.03151227033125569,0.0010837880712000632,3.048946662897451,-0.003266532817365069,-3.0444185899102543
-3.0368898416543098,0.0006416757519763777,3.0296649301720042,0.042941050224771196,0.0009435655029791676,3.032709284101288,-0.0034501182480115703,-3.0310236950706733
-3.0208312644649764,0.0006891187007227288,3.0135444788242802,0.055774940320021796,0.0008613007049857877,3.016535077597048,-0.0035538339681822936,-3.018793415785708
-3.0006801617170153,0.0008136953916564456,2.9933021091742003,0.07259669776013658,0.0009870858688593473,2.99625950983963,-0.0035040938350466714,-3.0047727479422677
-2.984507718508365,0.0007019569965007412,2.9773036399029444,0.08711484032871603,0.0008634290426171084,2.9800805024478487,-0.0037971334543798804,-2.9944978502238726
-2.968693989428311,0.0006691435961815032,2.9615944239486054,0.10135502870478226,0.0005457951690018119,2.964466969970003,-0.0035694916166738987,-2.9848047994448907
-2.952762055662996,0.0009716783146212531,2.945554507263506,0.1156094091086679,0.0010312447047100379,2.948425040070299,-0.0034587786531285487,-2.9754401613296135
-2.9326590061857787,0.001398430972655892,2.925556761408879,0.13245006504257928,0.0015332910313421303,2.928392358026164,-0.004068770306092764,-2.9623331719524937
-2.9130385355891977,0.0012862827728393512,2.905652956266964,0.14862254291021032,0.001652359219100571,2.908684765443276,-0.003387828279597413,-2.948422519718803
-2.8928471036993018,0.001030646781736381,2.8855133964419926,0.1653870253888163,0.0015345882040643396,2.888435007053656,-0.0032712918694905706,-2.9359557350225836
-2.876699454476185,0.000985873960664371,2.8693494059765947,0.17893569694696945,0.001425251305643295,2.8723437956366977,-0.0034510386963150135,-2.927205157378687
-2.8606294475166476,0.0010516870881546927,2.8531724269119536,0.19189102353777512,0.0014392183997311396,2.8562428366398103,-0.0034940263910457664,-2.9172971284929976
-2.8403807937945986,0.0010395587435199872,2.8329410265844217,0.2090327969653567,0.001542069488405112,2.835933942579796,-0.0035829559626584843,-2.905031623628533
-2.8205603501005636,0.0009773350674662162,2.813242757666525,0.22473980385865824,0.0011575919645304055,2.8162639793196718,-0.0036147761446648006,-2.8915428761387583
-2.80065206849959,0.001328043073359757,2.793226661660272,0.2386091050209414,0.0016468167263773395,2.796256427230687,-0.0035323380782358578,-2.877219619403307
-2.784540506226099,0.0016946424400805828,2.777273468267296,0.24920110855389932,0.0020663571506839714,2.7801904305723357,-0.004104794317049618,-2.864216774363443
-2.768844795601864,0.0016654813357054074,2.761411784165537,0.25913349442982486,0.0021476141420895757,2.7645649731325905,-0.0038004499123364278,-2.8500556944367106
-2.752889536047314,0.001351069189951759,2.745358529963254,0.2691357282724908,0.0022744773217663657,2.748447923457026,-0.0032802272806752284,-2.836375665329712
