Robot_0_x,Robot_1_x,Robot_2_x,Robot_3_x,Robot_0_y,Robot_1_y,Robot_2_y,Robot_3_y
-3.396611165511696,-0.002141542103844138,3.3980589166876802,-0.002856535828065006,-0.009043657465597259,3.3978508874450037,-0.015991369875303276,-3.3966839455442317
-3.3965351501565775,-0.0021455977941101986,3.3979924780988258,-0.0028555333115627573,-0.009021157746856369,3.3978028903832413,-0.016034198434269384,-3.3966103952180156
-3.396458586853658,-0.0021514159090988793,3.397930929310927,-0.0028545461742388416,-0.008998148445281115,3.3977547440107907,-0.016072234690282714,-3.3965368463370975
-3.396399804155194,-0.002155007352277215,3.3978783202372767,-0.0028537675061873695,-0.00898153084064789,3.3977150731218906,-0.016103722977513446,-3.3964780082633106
-3.3963364340099984,-0.0013437465685711065,3.3937000937051724,-0.003150528908545469,-0.008962210969006349,3.3965504732983463,-0.016420835775110092,-3.388483955872999
-3.384073939931317,0.000772202748353823,3.3771528844200636,-0.002693757120756089,-0.00665250780937549,3.3816480582057755,-0.010987889657346993,-3.372767214394671
-3.3642444920347243,0.0011860478320982666,3.3569047395633724,-0.0017583784400423664,-0.0021010052039047893,3.3620620598585034,-0.005390562610939112,-3.3527015946964673
-3.348070083523605,0.0009087459361353456,3.3407944730731947,-0.0014944809673074432,0.0008329285964191033,3.345871365946469,-0.003555810210903001,-3.3364690793162533
-3.3319021064365737,0.0006379341852440741,3.324722351630027,-0.0014241577058048955,0.001882418475701099,3.3296975633675063,-0.0034488558128725265,-3.3202937754677015
-3.315807480084339,0.0005088848515531745,3.308677185436451,-0.0013979477074834263,0.0017029461550239246,3.3136645361141914,-0.0037107844083077105,-3.3040892072375785
-3.299631139302007,0.0004728172249125255,3.2925534220829027,-0.0013085837551456497,0.0010827089218675265,3.2974697950546688,-0.004023499720057689,-3.287833657252375
-3.279626510637676,0.00018277061554056035,3.272766617106518,-0.001227530844104584,-0.00027636139663013177,3.27751392921829,-0.00448843117302304,-3.268196187497663
-3.263881971981464,0.0002585114861713264,3.256935084756856,-0.0013681517441592992,-0.0006983258899284923,3.261817025258044,-0.004223069576306844,-3.2521979056376864
-3.2478091976680363,0.0006306636703569519,3.24087503501032,-0.0017450049358887871,-0.000298156134250865,3.245680335012303,-0.004448158006874119,-3.2360806100672876
-3.227881026743292,0.0010356294093231636,3.221012387252789,-0.0018860823724034359,9.991782265394609e-05,3.2258209588102185,-0.004829685702473498,-3.216467047932736
-3.212179400306763,0.0009306362675644245,3.2050755793050896,-0.0015898450502964275,0.0004268230796085187,3.2100262352223954,-0.004163470421080897,-3.2003847522787177
-3.195989124365005,0.0007170072872185804,3.1889095691094274,-0.0015968292660585304,0.0005281081633114549,3.1938022014256515,-0.004053441713380832,-3.1841843190641193
